Date;Soybeans_Futures;Agriculture_ETF;Soybean_ETF;Corn_ETF;ADM;Bunge;Corteva;FMC;Mosaic;Andersons;VillageFarms;Nutrien;CFIndustries;Deere
2020-10-21;1072.0;13.130672;16.32;13.82;43.884556;47.741104;31.018297;90.877975;16.989676;20.772829;5.26;35.567059;24.192032;220.83371
2020-10-22;1073.75;13.16597;16.299999;13.8;44.635963;48.910809;31.235136;91.516518;16.809982;21.642136;5.43;35.686348;24.786839;221.282104
2020-10-23;1083.75;13.183618;16.440001;13.82;44.800087;48.538239;31.272846;91.763435;16.801003;21.596865;5.38;35.422199;24.484993;223.757599
2020-10-26;1087.75;13.139497;16.469999;13.73;44.212769;48.252308;30.839161;89.703049;16.306849;21.062597;4.94;34.706417;23.819162;218.825287
2020-10-27;1082.25;13.051252;16.34;13.68;43.495895;48.252308;30.490324;88.919777;16.486542;20.917719;4.97;34.433746;23.224346;213.463257
2020-10-28;1057.25;12.874764;16.07;13.31;42.770382;50.305782;30.037773;87.097801;16.234974;20.003132;4.72;34.220718;22.824842;208.661728
2020-10-29;1051.75;12.830644;16.02;13.24;43.115864;50.505074;30.641167;88.230133;16.441616;19.91258;4.92;34.910931;23.774765;213.005463
2020-10-30;1056.5;12.839468;16.129999;13.33;39.93745;49.153412;31.093708;87.472412;16.621313;19.640917;4.65;34.663811;24.511629;211.03447
2020-11-02;1050.75;12.848292;16.09;13.31;41.941231;50.314442;31.565117;91.056778;17.573666;20.265732;5.18;35.439232;24.920002;216.443176
2020-11-03;1059.0;12.901237;16.25;13.45;41.371185;48.936802;31.046583;89.098564;15.444344;20.311012;5.28;32.721008;23.987835;224.159332
2020-11-04;1079.0;12.954185;16.549999;13.61;40.170654;48.486244;30.905151;89.285881;15.049024;16.879059;5.06;32.797703;23.668236;217.937897
2020-11-05;1101.75;13.068901;16.809999;13.73;41.379833;50.687023;31.998812;92.921326;15.426374;17.09638;5.93;34.408184;24.271925;229.820312
2020-11-06;1098.5;13.130672;16.83;13.68;41.690762;49.829235;31.772535;92.51268;15.174806;16.462511;5.96;33.91396;24.263052;231.333603
2020-11-09;1105.0;13.192443;16.870001;13.72;42.571735;49.257389;32.658768;93.517311;15.273638;18.065304;6.11;34.83424;25.710129;232.48262
2020-11-10;1138.25;13.342456;17.4;14.19;43.314507;50.955624;34.157833;93.100121;15.830671;19.505089;6.36;35.967537;26.731073;237.24678
2020-11-11;1143.25;13.315984;17.49;14.13;43.262691;51.033596;34.534958;92.640366;15.857628;19.649979;6.55;36.180569;27.121696;232.931
2020-11-12;1137.0;13.245389;17.440001;13.9;42.606289;50.24514;33.172478;90.937576;15.597078;18.481844;6.06;35.175079;26.757711;231.67926
2020-11-13;1141.5;13.254213;17.51;13.96;43.064045;51.267529;34.071331;92.461563;16.190054;19.994078;5.91;35.771561;27.699253;235.210342
2020-11-16;1153.5;13.439525;17.639999;14.09;43.53907;52.584538;35.414879;95.347801;16.872877;20.591724;6.52;36.938953;29.05328;242.039017
2020-11-17;1169.75;13.554241;17.75;14.1;43.323143;51.876892;35.026955;98.497971;17.034592;19.858244;8.1;37.39909;28.891869;241.207596
2020-11-18;1175.75;13.642486;17.799999;14.22;42.86208;51.003242;34.714722;98.140388;17.241241;19.486979;7.87;37.791054;29.098114;240.385544
2020-11-19;1177.5;13.589539;17.85;14.14;42.557594;51.134285;34.970188;98.182945;17.591633;19.885414;7.99;38.353451;28.829107;238.760132
2020-11-20;1181.0;13.580715;17.879999;14.16;42.287922;51.317753;35.159424;96.84626;17.618591;19.342094;7.99;38.626129;30.039658;241.534531
2020-11-23;1191.5;13.686607;18.059999;14.31;42.461903;52.357388;35.755508;98.812981;18.454145;20.229513;9.39;39.699776;32.12001;243.916641
2020-11-24;1191.25;13.739553;18.07;14.31;43.98431;54.733692;36.80574;100.669037;20.826056;20.999214;9.6;40.969437;34.657703;244.290314
2020-11-25;1184.0;13.660134;17.93;14.18;43.93211;54.017307;36.502972;99.340851;20.277994;20.990156;10.0;41.404007;34.227272;239.544769
2020-11-27;1191.75;13.818973;18.040001;14.39;43.888618;53.152397;36.342121;98.480934;20.376825;21.098816;10.63;42.102722;34.765305;244.70134
2020-11-30;1168.5;13.730729;17.709999;14.15;43.297058;51.448803;36.256981;98.770424;19.729946;20.582668;11.36;41.983433;33.44714;244.393051
2020-12-01;1162.0;13.580715;17.639999;13.97;43.592831;51.955505;36.24752;101.2565;19.550249;21.270868;10.11;42.14534;33.62648;238.330399
2020-12-02;1153.0;13.607187;17.51;14.07;43.053474;51.815727;36.209671;100.600914;19.127012;21.225594;10.3;41.702236;33.940327;241.945618
2020-12-03;1168.25;13.57189;17.67;14.13;43.331856;53.099987;36.152893;100.788216;19.11801;20.935827;10.62;42.000481;34.191399;236.041718
2020-12-04;1163.0;13.501295;17.639999;14.0;43.993008;53.702805;36.56921;103.606354;20.513807;21.750799;10.75;43.159344;35.482666;236.704971
2020-12-07;1158.5;13.492471;17.629999;14.05;43.531937;53.099987;35.897434;101.171349;19.85643;21.488197;10.61;42.690689;34.316944;235.415833
2020-12-08;1145.75;13.448349;17.52;13.97;43.810322;53.597961;36.351578;101.980179;20.153599;21.832296;10.45;42.699219;34.541122;235.966995
2020-12-09;1158.5;13.474823;17.709999;14.08;43.357944;55.476288;36.909821;101.2565;20.180614;21.325205;9.72;42.699219;35.025337;238.050171
2020-12-10;1152.75;13.536592;17.709999;14.03;42.801193;56.349941;36.654362;100.175224;20.036535;21.25276;9.89;41.92379;35.070183;236.761047
2020-12-11;1160.5;13.660134;17.75;14.12;43.331856;57.695332;36.323208;99.128014;20.018528;20.827168;9.69;41.804501;35.303326;238.928284
2020-12-14;1169.5;13.660134;17.879999;14.1;42.357513;55.720917;36.673283;97.501839;20.423758;20.582668;9.3;41.599983;34.810127;236.079086
2020-12-15;1184.25;13.686607;18.049999;14.11;43.123066;56.926533;37.108513;97.901985;20.81098;22.194508;9.68;41.932308;34.388687;244.738678
2020-12-16;1183.75;13.695432;18.040001;14.15;42.801193;56.463505;36.976051;97.374115;20.369728;21.451975;10.27;41.173927;33.877556;243.925934
2020-12-17;1201.25;13.774851;18.25;14.28;42.957775;55.913113;37.543755;98.43837;20.801973;20.872437;9.93;41.284706;33.662346;247.11145
2020-12-18;1220.0;13.774851;18.49;14.43;43.218761;56.245094;37.288284;98.463905;21.063129;19.822023;9.82;40.722313;33.752014;252.875183
2020-12-21;1243.25;13.836621;18.780001;14.51;42.949078;56.629501;37.42075;98.182945;20.837996;20.510227;9.78;40.628586;33.662346;250.119324
2020-12-22;1247.25;13.783675;18.780001;14.55;42.392311;55.991741;36.881428;96.778145;19.694334;21.116928;9.85;39.631611;32.478699;251.530014
2020-12-23;1258.75;13.924866;18.879999;14.67;42.931675;56.542137;37.070663;96.922897;19.892448;21.868521;11.36;40.00655;32.971886;250.296921
2020-12-24;1263.5;13.968987;18.9;14.76;43.009968;56.20142;37.373447;97.425201;19.775385;21.560642;12.0;40.304779;33.007755;251.483185
2020-12-28;1255.25;13.916041;18.75;14.89;43.236156;56.009212;36.285358;95.909737;19.460203;21.805132;10.96;39.793518;33.357475;249.88588
2020-12-29;1295.5;13.960162;19.32;15.13;43.018669;55.423878;35.897434;95.909737;19.523241;21.732689;10.02;40.185482;33.133305;247.868088
2020-12-30;1303.75;14.101353;19.32;15.3;43.418846;56.952751;36.370514;97.542847;19.955492;22.131121;10.2;40.58123;34.047928;249.338913
2020-12-31;1315.25;14.242542;19.469999;15.58;43.853813;57.293465;36.635433;98.269623;20.720928;22.35458;10.14;41.432949;34.711494;252.05574
2021-01-04;1316.5;14.216069;19.58;15.59;43.384048;57.40704;36.285358;96.722008;21.315271;22.062714;10.18;42.525551;34.550091;250.734848
2021-01-05;1350.0;14.295489;20.08;15.83;44.22789;58.883514;36.730045;99.193085;22.107729;22.600836;10.87;43.127773;35.931011;256.955414
2021-01-06;1365.25;14.233717;20.27;15.91;46.019974;61.303486;38.858917;102.681641;23.458498;22.728523;11.86;44.530094;38.289345;272.019714
2021-01-07;1360.5;14.224895;20.200001;15.9;45.611099;60.66573;39.549622;104.212151;24.232952;23.30312;12.5;44.469864;38.352119;280.797913
2021-01-08;1375.75;14.242542;20.440001;15.93;45.732895;61.329689;40.921555;103.528114;24.1429;22.965656;12.51;44.220383;38.701828;275.345459
2021-01-11;1374.5;14.136651;20.33;15.8;45.271828;60.910351;41.271633;102.066002;24.106876;21.707008;13.39;44.185963;38.657005;276.291687
2021-01-12;1422.0;14.357261;21.0;16.790001;44.715065;60.884144;42.179958;104.528526;25.62875;22.491388;12.98;46.844353;41.015343;283.00885
2021-01-13;1411.0;14.410206;20.799999;16.67;45.036938;61.530643;41.754177;104.246353;25.304569;22.391058;13.47;45.794765;40.611824;282.193787
2021-01-14;1436.5;14.569044;21.18;16.950001;45.993874;63.120647;41.829872;104.075356;26.024982;23.129826;14.35;46.440002;40.620792;283.720856
2021-01-15;1416.75;14.613166;21.040001;16.9;45.411018;61.731564;41.394638;102.64743;25.790848;22.445784;12.65;46.147495;40.853928;276.741394
2021-01-19;1385.75;14.577869;20.66;16.690001;46.193951;61.722847;41.186478;99.67189;25.853884;23.449045;13.33;46.001244;40.342819;276.357239
2021-01-20;1369.5;14.507275;20.370001;16.48;46.541943;61.949986;41.309483;98.731346;25.664776;23.157188;12.83;45.949619;39.571644;281.931549
2021-01-21;1370.25;14.533746;20.34;16.530001;45.924286;60.001755;39.4077;98.329468;25.583723;22.710283;12.93;46.440002;38.970852;286.203491
2021-01-22;1311.75;14.304313;19.48;15.85;45.950378;59.93187;39.79562;97.859215;25.511686;23.029501;12.52;45.338802;38.917042;285.894257
2021-01-25;1343.5;14.410206;19.93;16.16;46.185261;59.163074;39.076538;96.670708;25.817867;22.965656;12.15;45.536667;38.979809;279.364532
2021-01-26;1370.25;14.551395;20.32;16.639999;45.393612;58.228268;37.354519;94.327896;24.656193;23.467291;12.6;45.373215;37.643723;277.312805
2021-01-27;1374.75;14.498449;20.26;16.6;43.131763;55.83448;36.607048;91.95089;24.034836;22.199528;11.92;43.893459;36.657349;262.998047
2021-01-28;1353.25;14.383731;19.940001;16.57;44.375778;58.228268;38.120914;93.224892;24.503103;22.281605;12.33;44.51289;37.841003;274.455505
2021-01-29;1370.0;14.463151;20.16;16.879999;43.50584;57.171162;37.714066;92.592178;23.377457;20.977373;11.82;42.301861;37.105709;270.558258
2021-02-01;1365.25;14.516098;20.26;16.959999;43.914707;58.76992;38.518295;93.840538;24.187922;21.442516;12.33;42.800861;38.531471;273.752838
2021-02-02;1354.75;14.542571;20.1;16.799999;44.31488;60.718143;39.256306;94.994835;24.55714;22.144804;13.79;43.652573;38.917042;283.43042
2021-02-03;1371.25;14.560221;20.25;16.950001;44.749851;61.591801;39.606384;94.601509;24.863319;22.564348;14.0;44.271999;38.379025;282.118744
2021-02-04;1372.5;14.613166;20.280001;16.940001;45.6894;62.535328;40.363319;97.448799;24.719231;23.038618;14.72;44.917236;38.710804;289.73526
2021-02-05;1366.75;14.710236;20.290001;16.959999;46.367954;63.854527;41.536564;98.483406;24.899334;23.549374;15.09;46.078671;38.683903;289.707153
2021-02-08;1387.75;14.780829;20.629999;17.309999;46.998692;64.745636;41.262173;99.740288;26.196081;24.206059;16.51;47.119656;39.428173;297.014526
2021-02-09;1401.75;14.780829;20.790001;17.1;47.725792;65.898849;41.091866;99.492317;25.196503;24.525278;17.58;46.982006;39.446098;295.412506
2021-02-10;1354.0;14.666113;20.190001;16.58;47.708267;65.25235;40.72287;92.258698;25.115459;24.151333;19.370001;47.489594;38.773582;293.829285
2021-02-11;1367.5;14.701409;20.379999;16.77;48.111237;66.580284;41.195938;94.276596;25.079437;24.707687;15.98;47.265911;38.701828;294.597443
2021-02-12;1372.0;14.727884;20.42;16.700001;48.812061;68.594147;41.981251;92.070602;26.358179;24.497917;16.209999;48.186455;40.056309;293.229706
2021-02-16;1384.75;14.96614;20.67;17.07;49.101143;69.74617;42.842262;92.959839;27.600891;24.233418;18.030001;48.728443;40.850933;297.06131
2021-02-17;1383.75;14.904372;20.65;17.1;48.98727;68.594147;42.558414;91.275406;27.402775;25.026911;17.4;48.048798;40.688396;292.367798
2021-02-18;1375.0;14.957318;20.530001;17.07;48.899651;65.727249;41.820408;89.625198;24.899334;22.464024;16.42;47.833721;39.61385;281.285034
2021-02-19;1377.25;15.045561;20.690001;16.98;49.162476;67.169487;43.022045;89.992851;26.187073;23.376085;17.084999;48.608002;41.320484;309.155823
2021-02-22;1383.75;15.257348;20.799999;17.25;49.801968;68.761223;44.166889;89.779083;26.745396;24.525278;16.4;48.608002;42.3228;316.191559
2021-02-23;1406.0;15.327943;21.09;17.34;49.950897;68.075302;43.930355;89.625198;26.592308;24.169573;15.66;48.177853;42.214439;316.0979
2021-02-24;1423.75;15.539727;21.33;17.459999;51.229889;67.503677;43.911427;89.753456;28.924648;25.391737;16.450001;48.616608;43.893986;323.826782
2021-02-25;1406.0;15.486777;21.129999;17.26;50.239983;65.709663;42.917957;87.128487;27.717955;24.71681;15.17;47.893936;42.133171;326.047119
2021-02-26;1405.25;15.26617;21.07;17.219999;49.565445;67.345383;42.842045;86.948906;26.475241;23.84123;15.79;46.422794;40.887051;327.068268
2021-03-01;1392.5;15.169102;20.93;17.0;50.196186;69.192146;43.904804;91.207008;27.654919;24.443197;16.690001;47.911148;41.446903;336.801971
2021-03-02;1414.0;15.239699;21.15;17.200001;50.257504;69.702225;43.439846;90.223717;28.123188;23.923317;15.93;47.928356;41.546227;329.241669
2021-03-03;1410.75;15.151453;21.030001;16.98;50.038494;68.989876;43.022331;88.522179;28.465933;23.89596;15.1;47.17128;42.367943;321.39093
2021-03-04;1415.25;15.107334;21.129999;16.950001;48.610577;66.888062;41.608501;86.162285;26.671032;23.549374;14.09;45.811966;41.112797;316.603821
2021-03-05;1434.25;15.177927;21.450001;17.35;50.450226;68.347923;42.547897;87.82106;27.122013;25.419098;13.58;46.964802;42.548546;327.733368
2021-03-08;1437.75;15.151453;21.51;17.299999;50.599155;68.998688;42.60482;88.120308;27.690248;26.914875;13.75;47.70467;44.769878;331.358978
2021-03-09;1441.25;15.22205;21.59;17.32;50.800632;69.526299;42.424538;89.625198;27.762403;26.540932;15.03;48.547787;43.460564;330.412689
2021-03-10;1411.5;15.169102;21.16;17.01;51.151043;70.810257;44.597473;90.933388;29.818884;27.133768;14.77;49.132801;44.54414;338.403992
2021-03-11;1415.5;15.274995;21.309999;17.16;51.326248;71.636902;44.464634;92.951294;30.170645;27.516834;16.51;50.363056;45.636745;341.43924
2021-03-12;1415.75;15.26617;21.309999;17.08;51.0284;71.03891;44.502598;94.148331;29.945156;27.735727;16.68;50.268429;44.480923;346.151611
2021-03-15;1419.5;15.239699;21.33;17.17;51.072201;69.684608;44.43618;96.003777;30.883198;26.285557;17.48;50.595341;45.943756;350.723267
2021-03-16;1423.25;15.319117;21.32;17.190001;50.616665;69.455956;43.80991;92.934204;29.791821;25.838644;15.58;49.881279;44.164883;349.927002
2021-03-17;1417.75;15.274995;21.16;17.18;50.546585;69.526299;44.844193;93.515617;30.558485;26.36764;15.51;49.984516;45.221371;355.304474
2021-03-18;1392.25;14.948493;20.719999;16.83;50.467743;69.060226;44.559525;94.139801;30.197701;26.057535;14.65;49.54575;43.659206;356.381897
2021-03-19;1416.25;14.930844;20.93;16.959999;49.784451;68.752449;44.66391;93.96022;30.044367;26.230829;14.65;49.029564;43.496674;348.952759
2021-03-22;1417.5;14.93967;20.92;16.879999;49.434032;68.295143;44.882141;94.310776;29.178484;25.957211;13.72;48.177853;42.3228;348.118988
2021-03-23;1423.25;14.904372;21.0;16.879999;48.671906;66.465965;43.506264;92.361313;27.563972;24.808016;13.65;46.930382;40.444592;334.909485
2021-03-24;1432.75;14.877898;21.120001;16.889999;48.98727;66.421974;43.828888;93.635323;27.248285;24.798899;12.71;46.835743;40.40847;338.113464
2021-03-25;1414.25;14.833776;21.01;16.790001;49.828255;67.802658;44.388729;94.781082;27.753391;25.364374;13.13;47.326134;40.805779;343.63147
2021-03-26;1400.5;14.930844;20.870001;16.85;50.730549;69.719788;45.460972;97.277786;28.09613;26.36764;13.1;48.212265;41.717796;348.77475
2021-03-29;1393.0;14.851424;20.74;16.67;50.012215;68.312744;45.328133;96.3629;28.231424;25.163719;12.73;47.437973;41.510117;344.72757
2021-03-30;1366.75;14.666113;20.459999;16.379999;50.721786;70.185867;44.54055;95.332443;28.267498;25.446457;12.89;47.264458;41.022511;351.160645
2021-03-31;1436.75;14.948493;21.620001;17.530001;49.933376;69.710976;44.236908;94.9804;28.511038;25.12981;13.23;46.752605;40.977352;351.367218
2021-04-01;1402.0;14.922021;21.25;17.34;50.502785;70.528854;44.350773;96.105286;28.195347;25.313377;13.8;47.273136;41.455944;349.470184
2021-04-05;1412.75;14.930844;21.360001;17.34;50.388905;69.420799;44.635441;97.745399;28.032991;25.698858;13.81;47.793663;41.013466;351.99646
2021-04-06;1418.75;15.036737;21.450001;17.290001;50.844444;69.74617;45.299664;96.886703;27.924757;25.652964;13.4;48.383598;41.18504;352.747772
2021-04-07;1408.75;15.116156;21.41;17.33;50.669224;69.104187;44.360264;95.770401;27.780441;25.00132;12.4;48.244804;41.609444;351.977692
2021-04-08;1415.25;15.257348;21.42;17.76;50.932037;68.937103;44.531055;95.736046;27.996918;25.45105;12.52;47.437973;41.103767;351.301483
2021-04-09;1403.0;15.239699;21.35;17.76;51.282455;69.869278;44.720833;96.070946;28.384756;25.469406;12.81;47.646183;41.546227;354.053192
2021-04-12;1382.0;15.133804;21.16;17.65;51.326248;69.702225;44.69236;96.517471;28.65535;25.607075;11.53;47.255783;41.058628;355.236511
2021-04-13;1389.5;15.257348;21.16;18.01;50.721786;68.312744;44.474129;95.100601;29.088289;25.194057;11.96;47.151669;40.814812;355.621613
2021-04-14;1410.0;15.433833;21.32;18.389999;51.29121;70.379356;44.806236;95.478439;30.062414;25.735573;11.52;49.173077;42.63884;358.279297
2021-04-15;1418.25;15.469131;21.42;18.4;51.396332;71.153229;45.0909;96.577576;29.882025;25.763102;11.21;48.782684;42.774292;358.880371
2021-04-16;1433.25;15.433833;21.57;18.370001;52.079624;73.536423;45.071915;97.582253;30.179668;26.423935;11.32;48.600494;42.7201;359.753754
2021-04-19;1449.75;15.486777;21.700001;18.6;51.939472;73.149475;45.0909;96.87812;29.521235;25.864065;11.12;46.804653;42.358913;357.546692
2021-04-20;1472.0;15.672092;22.01;18.98;51.43137;71.504997;44.559525;97.032669;29.052214;24.992134;10.64;45.832993;41.744884;347.732819
2021-04-21;1497.25;15.742687;22.23;19.25;52.412521;72.815323;45.81205;98.62986;30.107512;25.579544;11.28;46.952133;43.081303;352.738434
2021-04-22;1533.25;15.936823;22.66;20.0;51.571533;73.298996;45.622276;97.427658;29.818884;25.120636;10.85;46.622475;42.575634;345.939087
2021-04-23;1539.75;16.069189;22.700001;20.01;52.044582;74.837975;46.144161;99.522896;30.62163;25.698858;11.29;46.717903;42.729145;353.367615
2021-04-26;1569.0;16.395691;23.139999;20.67;52.543919;75.673409;46.371887;101.051369;31.370253;25.900778;11.6;47.758972;43.767567;357.293243
2021-04-27;1549.75;16.395691;22.84;20.459999;54.155804;77.687263;46.64706;101.901474;32.06477;26.67174;11.31;48.23613;44.237114;359.086914
2021-04-28;1557.75;16.210381;22.559999;19.860001;55.277119;75.321632;46.675526;102.382347;32.614967;26.479002;11.84;48.87812;44.751827;356.682678
2021-04-29;1542.5;16.139786;22.530001;19.99;55.680092;75.154556;47.026627;103.241043;32.741234;26.423935;11.33;48.730629;44.815022;353.480377
2021-04-30;1571.0;16.236849;22.950001;20.790001;55.303394;74.239952;46.267509;101.532249;31.731039;26.359686;11.17;47.880413;43.912048;348.277527
2021-05-03;1560.25;16.183905;22.9;20.75;56.617424;75.479935;47.187931;102.236374;31.595743;27.635452;10.7;48.548443;44.796967;351.019745
2021-05-04;1577.0;16.316271;23.200001;21.469999;57.029152;76.535248;47.244865;102.219193;30.964382;27.718056;10.55;50.621906;44.806;356.476105
2021-05-05;1582.0;16.695719;23.370001;22.0;57.992783;79.147079;45.242722;104.614967;31.487511;27.121471;10.67;51.229191;45.221371;355.799988
2021-05-06;1605.5;16.951626;23.799999;22.6;58.422039;78.241287;45.935406;100.828125;31.983585;28.479847;10.35;51.680321;47.108604;366.177429
2021-05-07;1621.0;17.057518;24.059999;22.91;58.711124;80.307899;46.362408;103.395638;33.372612;28.323812;11.11;53.259277;49.754341;370.225067
2021-05-10;1620.0;16.748665;23.870001;22.120001;59.245506;79.621964;44.588001;101.635292;32.028679;28.819433;8.37;53.571598;49.348011;367.576752
2021-05-11;1637.5;16.9781;24.120001;22.280001;58.597248;79.824226;44.68288;100.587662;31.767111;29.067244;8.36;53.328678;49.095165;359.875854
2021-05-12;1660.5;16.81926;24.200001;21.690001;58.255592;77.704865;42.870518;98.707138;31.794182;28.186142;7.89;51.983959;48.697849;350.888306
2021-05-13;1612.25;16.35157;23.540001;20.530001;58.816254;78.540298;43.698414;99.840607;31.280054;28.837793;7.89;51.437401;48.372784;355.095642
2021-05-14;1603.75;16.201553;23.620001;19.92;59.271786;79.701118;44.079075;101.489304;32.912609;29.021353;8.695;52.521851;49.344421;360.627167
2021-05-17;1587.5;16.228027;23.540001;19.879999;59.254261;78.742554;43.983917;101.686813;33.426723;28.470663;8.43;53.03371;49.589588;360.204468
2021-05-18;1574.25;16.404514;23.629999;20.190001;59.042866;77.619431;43.565197;101.042786;32.894573;28.020935;8.45;52.938274;49.553268;347.188171
2021-05-19;1538.25;16.245678;23.309999;20.139999;58.514366;76.027603;42.651646;100.072487;31.857311;27.754765;8.31;51.931919;48.082195;336.604156
2021-05-20;1533.25;16.2192;23.219999;20.41;58.258919;75.603081;41.995022;99.88356;31.523592;27.525316;8.33;51.983959;47.292191;333.598907
2021-05-21;1526.25;16.228027;23.02;20.18;58.998825;76.805832;42.537449;100.364418;31.983585;27.883257;8.68;52.018669;47.519196;337.85318
2021-05-24;1522.75;16.130959;23.07;20.07;58.681728;76.76162;42.965672;100.244194;32.200058;28.54409;8.82;52.999004;48.154846;337.486877
2021-05-25;1511.75;16.051542;22.889999;19.280001;58.655289;76.956161;42.442287;99.222366;31.361233;27.938328;8.68;52.400398;47.028839;338.735901
2021-05-26;1503.5;16.078012;22.889999;19.459999;58.567211;77.68132;42.613579;99.093536;31.974575;28.121891;9.3;52.877548;47.210461;335.965485
2021-05-27;1537.0;16.395691;23.49;20.559999;58.664097;76.947319;42.994232;99.81485;32.461639;28.461485;9.48;53.450127;47.973236;340.163391
2021-05-28;1530.5;16.404514;23.379999;20.290001;58.602451;76.779297;43.29874;100.201263;32.596916;28.52573;9.75;53.918617;48.281971;339.120972
2021-06-01;1548.5;16.669247;23.82;21.120001;59.826817;79.025558;43.746006;101.592346;33.868694;29.278343;9.54;55.089821;50.116272;342.417358
2021-06-02;1562.5;16.695719;24.09;20.940001;59.826817;78.32692;43.451;101.068542;33.710522;29.214092;10.62;54.656036;49.498787;334.998138
2021-06-03;1549.25;16.475111;24.0;20.75;60.117493;78.654129;43.75552;101.197357;33.791874;30.177809;10.23;54.378426;49.961895;337.064301
2021-06-04;1583.75;16.775141;24.360001;21.42;60.575527;78.804443;43.736488;101.626701;32.571785;30.710136;10.34;55.983391;50.270645;334.932373
2021-06-07;1560.25;16.766314;24.51;21.85;60.478638;79.237801;43.707935;101.74691;32.463337;30.930414;10.91;55.957378;50.443184;333.796082
2021-06-08;1580.0;16.836908;24.75;22.209999;60.540306;79.370438;43.679382;102.305084;32.336803;31.444391;10.9;56.009426;50.452248;334.876068
2021-06-09;1562.5;16.792789;24.559999;22.219999;59.994186;78.521469;43.289227;101.592346;31.586681;30.765205;10.79;56.425842;50.397774;328.255157
2021-06-10;1544.0;16.889854;24.68;22.459999;59.219036;77.407166;42.404213;101.849976;31.125751;30.030947;10.56;56.018112;48.799572;320.657684
2021-06-11;1508.5;16.801613;24.370001;22.24;58.135593;74.904472;42.385189;102.545509;31.261316;29.755604;10.73;56.304394;48.854057;320.779724
2021-06-14;1472.25;16.483934;23.629999;21.33;57.448544;73.065018;41.833241;101.721161;29.94183;29.829031;10.59;55.289356;47.846104;315.11673
2021-06-15;1465.75;16.342745;23.290001;21.059999;56.937649;72.030334;42.166313;101.97876;29.878561;29.929991;10.47;54.777489;48.572559;317.520905
2021-06-16;1448.5;16.228027;22.799999;20.959999;56.365105;71.137146;41.585827;100.810944;29.508011;28.938749;10.33;53.6063;47.564602;316.074615
2021-06-17;1329.75;15.601496;21.379999;19.65;54.550571;68.988167;41.40501;101.326149;27.429348;28.085178;10.51;51.385357;45.403397;308.392456
2021-06-18;1396.0;15.901525;22.440001;20.58;53.431892;68.271866;40.643723;96.208321;27.04073;26.910376;9.99;50.344284;44.313717;308.946655
2021-06-21;1415.0;15.945647;22.690001;20.459999;54.471294;70.907211;41.309856;98.011581;27.872198;27.809835;10.5;51.706341;46.692852;317.31427
2021-06-22;1394.5;15.786807;22.360001;19.870001;54.29512;70.544632;41.385986;98.398003;28.089096;27.73641;10.3;53.181202;46.611126;321.277435
2021-06-23;1385.0;15.795633;22.32;19.77;53.960403;70.739182;41.462109;98.071693;28.007757;27.837372;10.47;53.181202;46.393196;326.583588
2021-06-24;1371.25;15.742687;22.24;19.74;54.339161;71.004486;42.204372;96.90387;28.224663;28.268744;11.18;52.825493;46.138927;329.278809
2021-06-25;1329.75;15.733863;21.889999;19.200001;54.136578;69.960968;42.023563;96.182571;28.19755;28.259567;10.81;52.981659;46.611126;328.687225
2021-06-28;1357.0;16.069189;22.610001;20.049999;53.546417;70.173203;42.194859;94.533852;27.50165;27.653805;10.76;51.567535;44.477161;328.593353
2021-06-29;1359.75;16.007418;22.52;20.02;53.379051;70.341225;42.137764;94.033653;27.83604;27.506954;10.56;51.864815;44.667862;328.536774
2021-06-30;1450.0;16.43981;23.700001;21.370001;53.379051;69.111992;42.204372;93.31781;28.839224;28.020935;10.7;52.992683;46.7201;332.095917
2021-07-01;1446.75;16.298622;23.76;21.35;53.475941;70.2351;42.461315;93.611053;28.730776;28.608334;10.78;53.709625;47.600925;333.583496
2021-07-02;1451.75;16.192732;23.82;21.07;53.405476;70.473885;42.347122;93.602409;28.414455;27.588421;10.52;53.193779;46.847233;331.898163
2021-07-06;1363.75;15.733863;22.299999;19.83;52.366074;68.687485;41.956959;92.032768;27.375122;26.840794;10.26;51.646221;45.258102;329.026398
2021-07-07;1386.5;15.707388;22.73;19.67;52.762459;68.802444;41.281311;91.153038;27.619137;26.536205;10.07;51.987213;45.485126;331.314423
2021-07-08;1390.25;15.592673;22.620001;19.4;52.084217;67.33445;40.824532;90.868431;27.790854;25.899336;9.95;52.09214;45.085575;323.499451
2021-07-09;1404.0;15.627971;22.700001;19.129999;53.132412;68.492935;41.347923;92.852097;28.730776;26.720806;10.2;53.517269;46.002728;329.054688
2021-07-12;1432.5;15.892701;23.16;19.719999;52.850536;68.563698;41.680992;93.809395;28.794037;26.637737;10.28;53.683399;45.948238;333.574127
2021-07-13;1438.0;15.936823;23.15;19.99;52.181107;67.511299;40.967278;92.360481;28.278891;25.890102;10.03;53.849518;45.194542;330.269287
2021-07-14;1467.75;16.11331;23.629999;20.49;51.775917;67.15757;40.605652;92.463974;28.089096;25.668585;9.67;53.762085;45.031086;325.373199
2021-07-15;1447.5;16.166256;23.549999;20.41;51.987316;66.945328;40.367752;92.334618;27.592024;25.511677;9.65;53.508533;44.531654;325.872223
2021-07-16;1454.75;16.210381;23.610001;20.219999;51.27383;65.079338;39.787262;90.678696;26.742483;24.487146;9.44;51.90852;42.824493;322.473206
